"Name","Parent_Event__c","Event_Start_Date__c","Event_End_Date__c","Cut_Off_Date__c","Venue__c","Display_Title__c","Display_Title_zh__c","Maximum_Registration__c","Event_Manager__c","Send_SMS_Confirmation__c","OwnerId"
"1C2N-YWS-20240429-1100","a6zA20000000NSrIAM","2024-04-29T11:00:00+0800","2024-04-29T14:00:00+0800","2024-04-29T00:00:00+0800","a74RC0000000AcFYAU","29/04/2024 11:00 - 14:00","29/04/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240429-1400","a6zA20000000NSrIAM","2024-04-29T14:00:00+0800","2024-04-29T17:00:00+0800","2024-04-29T00:00:00+0800","a74RC0000000AcFYAU","29/04/2024 14:00 - 17:00","29/04/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240429-1700","a6zA20000000NSrIAM","2024-04-29T17:00:00+0800","2024-04-29T20:00:00+0800","2024-04-29T00:00:00+0800","a74RC0000000AcFYAU","29/04/2024 17:00 - 20:00","29/04/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240430-1100","a6zA20000000NSrIAM","2024-04-30T11:00:00+0800","2024-04-30T14:00:00+0800","2024-04-30T00:00:00+0800","a74RC0000000AcFYAU","30/04/2024 11:00 - 14:00","30/04/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240430-1400","a6zA20000000NSrIAM","2024-04-30T14:00:00+0800","2024-04-30T17:00:00+0800","2024-04-30T00:00:00+0800","a74RC0000000AcFYAU","30/04/2024 14:00 - 17:00","30/04/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240430-1700","a6zA20000000NSrIAM","2024-04-30T17:00:00+0800","2024-04-30T20:00:00+0800","2024-04-30T00:00:00+0800","a74RC0000000AcFYAU","30/04/2024 17:00 - 20:00","30/04/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240501-1100","a6zA20000000NSrIAM","2024-05-01T11:00:00+0800","2024-05-01T14:00:00+0800","2024-05-01T00:00:00+0800","a74RC0000000AcFYAU","01/05/2024 11:00 - 14:00","01/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240501-1400","a6zA20000000NSrIAM","2024-05-01T14:00:00+0800","2024-05-01T17:00:00+0800","2024-05-01T00:00:00+0800","a74RC0000000AcFYAU","01/05/2024 14:00 - 17:00","01/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240501-1700","a6zA20000000NSrIAM","2024-05-01T17:00:00+0800","2024-05-01T20:00:00+0800","2024-05-01T00:00:00+0800","a74RC0000000AcFYAU","01/05/2024 17:00 - 20:00","01/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240502-1100","a6zA20000000NSrIAM","2024-05-02T11:00:00+0800","2024-05-02T14:00:00+0800","2024-05-02T00:00:00+0800","a74RC0000000AcFYAU","02/05/2024 11:00 - 14:00","02/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240502-1400","a6zA20000000NSrIAM","2024-05-02T14:00:00+0800","2024-05-02T17:00:00+0800","2024-05-02T00:00:00+0800","a74RC0000000AcFYAU","02/05/2024 14:00 - 17:00","02/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240502-1700","a6zA20000000NSrIAM","2024-05-02T17:00:00+0800","2024-05-02T20:00:00+0800","2024-05-02T00:00:00+0800","a74RC0000000AcFYAU","02/05/2024 17:00 - 20:00","02/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240503-1100","a6zA20000000NSrIAM","2024-05-03T11:00:00+0800","2024-05-03T14:00:00+0800","2024-05-03T00:00:00+0800","a74RC0000000AcFYAU","03/05/2024 11:00 - 14:00","03/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240503-1400","a6zA20000000NSrIAM","2024-05-03T14:00:00+0800","2024-05-03T17:00:00+0800","2024-05-03T00:00:00+0800","a74RC0000000AcFYAU","03/05/2024 14:00 - 17:00","03/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240503-1700","a6zA20000000NSrIAM","2024-05-03T17:00:00+0800","2024-05-03T20:00:00+0800","2024-05-03T00:00:00+0800","a74RC0000000AcFYAU","03/05/2024 17:00 - 20:00","03/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240504-1100","a6zA20000000NSrIAM","2024-05-04T11:00:00+0800","2024-05-04T14:00:00+0800","2024-05-04T00:00:00+0800","a74RC0000000AcFYAU","04/05/2024 11:00 - 14:00","04/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240504-1400","a6zA20000000NSrIAM","2024-05-04T14:00:00+0800","2024-05-04T17:00:00+0800","2024-05-04T00:00:00+0800","a74RC0000000AcFYAU","04/05/2024 14:00 - 17:00","04/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240504-1700","a6zA20000000NSrIAM","2024-05-04T17:00:00+0800","2024-05-04T20:00:00+0800","2024-05-04T00:00:00+0800","a74RC0000000AcFYAU","04/05/2024 17:00 - 20:00","04/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240505-1100","a6zA20000000NSrIAM","2024-05-05T11:00:00+0800","2024-05-05T14:00:00+0800","2024-05-05T00:00:00+0800","a74RC0000000AcFYAU","05/05/2024 11:00 - 14:00","05/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240505-1400","a6zA20000000NSrIAM","2024-05-05T14:00:00+0800","2024-05-05T17:00:00+0800","2024-05-05T00:00:00+0800","a74RC0000000AcFYAU","05/05/2024 14:00 - 17:00","05/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240505-1700","a6zA20000000NSrIAM","2024-05-05T17:00:00+0800","2024-05-05T20:00:00+0800","2024-05-05T00:00:00+0800","a74RC0000000AcFYAU","05/05/2024 17:00 - 20:00","05/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240506-1100","a6zA20000000NSrIAM","2024-05-06T11:00:00+0800","2024-05-06T14:00:00+0800","2024-05-06T00:00:00+0800","a74RC0000000AcFYAU","06/05/2024 11:00 - 14:00","06/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240506-1400","a6zA20000000NSrIAM","2024-05-06T14:00:00+0800","2024-05-06T17:00:00+0800","2024-05-06T00:00:00+0800","a74RC0000000AcFYAU","06/05/2024 14:00 - 17:00","06/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240506-1700","a6zA20000000NSrIAM","2024-05-06T17:00:00+0800","2024-05-06T20:00:00+0800","2024-05-06T00:00:00+0800","a74RC0000000AcFYAU","06/05/2024 17:00 - 20:00","06/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240507-1100","a6zA20000000NSrIAM","2024-05-07T11:00:00+0800","2024-05-07T14:00:00+0800","2024-05-07T00:00:00+0800","a74RC0000000AcFYAU","07/05/2024 11:00 - 14:00","07/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240507-1400","a6zA20000000NSrIAM","2024-05-07T14:00:00+0800","2024-05-07T17:00:00+0800","2024-05-07T00:00:00+0800","a74RC0000000AcFYAU","07/05/2024 14:00 - 17:00","07/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240507-1700","a6zA20000000NSrIAM","2024-05-07T17:00:00+0800","2024-05-07T20:00:00+0800","2024-05-07T00:00:00+0800","a74RC0000000AcFYAU","07/05/2024 17:00 - 20:00","07/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240508-1100","a6zA20000000NSrIAM","2024-05-08T11:00:00+0800","2024-05-08T14:00:00+0800","2024-05-08T00:00:00+0800","a74RC0000000AcFYAU","08/05/2024 11:00 - 14:00","08/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240508-1400","a6zA20000000NSrIAM","2024-05-08T14:00:00+0800","2024-05-08T17:00:00+0800","2024-05-08T00:00:00+0800","a74RC0000000AcFYAU","08/05/2024 14:00 - 17:00","08/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240508-1700","a6zA20000000NSrIAM","2024-05-08T17:00:00+0800","2024-05-08T20:00:00+0800","2024-05-08T00:00:00+0800","a74RC0000000AcFYAU","08/05/2024 17:00 - 20:00","08/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240509-1100","a6zA20000000NSrIAM","2024-05-09T11:00:00+0800","2024-05-09T14:00:00+0800","2024-05-09T00:00:00+0800","a74RC0000000AcFYAU","09/05/2024 11:00 - 14:00","09/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240509-1400","a6zA20000000NSrIAM","2024-05-09T14:00:00+0800","2024-05-09T17:00:00+0800","2024-05-09T00:00:00+0800","a74RC0000000AcFYAU","09/05/2024 14:00 - 17:00","09/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240509-1700","a6zA20000000NSrIAM","2024-05-09T17:00:00+0800","2024-05-09T20:00:00+0800","2024-05-09T00:00:00+0800","a74RC0000000AcFYAU","09/05/2024 17:00 - 20:00","09/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240510-1100","a6zA20000000NSrIAM","2024-05-10T11:00:00+0800","2024-05-10T14:00:00+0800","2024-05-10T00:00:00+0800","a74RC0000000AcFYAU","10/05/2024 11:00 - 14:00","10/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240510-1400","a6zA20000000NSrIAM","2024-05-10T14:00:00+0800","2024-05-10T17:00:00+0800","2024-05-10T00:00:00+0800","a74RC0000000AcFYAU","10/05/2024 14:00 - 17:00","10/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240510-1700","a6zA20000000NSrIAM","2024-05-10T17:00:00+0800","2024-05-10T20:00:00+0800","2024-05-10T00:00:00+0800","a74RC0000000AcFYAU","10/05/2024 17:00 - 20:00","10/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240511-1100","a6zA20000000NSrIAM","2024-05-11T11:00:00+0800","2024-05-11T14:00:00+0800","2024-05-11T00:00:00+0800","a74RC0000000AcFYAU","11/05/2024 11:00 - 14:00","11/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240511-1400","a6zA20000000NSrIAM","2024-05-11T14:00:00+0800","2024-05-11T17:00:00+0800","2024-05-11T00:00:00+0800","a74RC0000000AcFYAU","11/05/2024 14:00 - 17:00","11/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240511-1700","a6zA20000000NSrIAM","2024-05-11T17:00:00+0800","2024-05-11T20:00:00+0800","2024-05-11T00:00:00+0800","a74RC0000000AcFYAU","11/05/2024 17:00 - 20:00","11/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240512-1100","a6zA20000000NSrIAM","2024-05-12T11:00:00+0800","2024-05-12T14:00:00+0800","2024-05-12T00:00:00+0800","a74RC0000000AcFYAU","12/05/2024 11:00 - 14:00","12/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240512-1400","a6zA20000000NSrIAM","2024-05-12T14:00:00+0800","2024-05-12T17:00:00+0800","2024-05-12T00:00:00+0800","a74RC0000000AcFYAU","12/05/2024 14:00 - 17:00","12/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240512-1700","a6zA20000000NSrIAM","2024-05-12T17:00:00+0800","2024-05-12T20:00:00+0800","2024-05-12T00:00:00+0800","a74RC0000000AcFYAU","12/05/2024 17:00 - 20:00","12/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240513-1100","a6zA20000000NSrIAM","2024-05-13T11:00:00+0800","2024-05-13T14:00:00+0800","2024-05-13T00:00:00+0800","a74RC0000000AcFYAU","13/05/2024 11:00 - 14:00","13/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240513-1400","a6zA20000000NSrIAM","2024-05-13T14:00:00+0800","2024-05-13T17:00:00+0800","2024-05-13T00:00:00+0800","a74RC0000000AcFYAU","13/05/2024 14:00 - 17:00","13/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240513-1700","a6zA20000000NSrIAM","2024-05-13T17:00:00+0800","2024-05-13T20:00:00+0800","2024-05-13T00:00:00+0800","a74RC0000000AcFYAU","13/05/2024 17:00 - 20:00","13/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240514-1100","a6zA20000000NSrIAM","2024-05-14T11:00:00+0800","2024-05-14T14:00:00+0800","2024-05-14T00:00:00+0800","a74RC0000000AcFYAU","14/05/2024 11:00 - 14:00","14/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240514-1400","a6zA20000000NSrIAM","2024-05-14T14:00:00+0800","2024-05-14T17:00:00+0800","2024-05-14T00:00:00+0800","a74RC0000000AcFYAU","14/05/2024 14:00 - 17:00","14/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240514-1700","a6zA20000000NSrIAM","2024-05-14T17:00:00+0800","2024-05-14T20:00:00+0800","2024-05-14T00:00:00+0800","a74RC0000000AcFYAU","14/05/2024 17:00 - 20:00","14/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240515-1100","a6zA20000000NSrIAM","2024-05-15T11:00:00+0800","2024-05-15T14:00:00+0800","2024-05-15T00:00:00+0800","a74RC0000000AcFYAU","15/05/2024 11:00 - 14:00","15/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240515-1400","a6zA20000000NSrIAM","2024-05-15T14:00:00+0800","2024-05-15T17:00:00+0800","2024-05-15T00:00:00+0800","a74RC0000000AcFYAU","15/05/2024 14:00 - 17:00","15/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240515-1700","a6zA20000000NSrIAM","2024-05-15T17:00:00+0800","2024-05-15T20:00:00+0800","2024-05-15T00:00:00+0800","a74RC0000000AcFYAU","15/05/2024 17:00 - 20:00","15/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240516-1100","a6zA20000000NSrIAM","2024-05-16T11:00:00+0800","2024-05-16T14:00:00+0800","2024-05-16T00:00:00+0800","a74RC0000000AcFYAU","16/05/2024 11:00 - 14:00","16/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240516-1400","a6zA20000000NSrIAM","2024-05-16T14:00:00+0800","2024-05-16T17:00:00+0800","2024-05-16T00:00:00+0800","a74RC0000000AcFYAU","16/05/2024 14:00 - 17:00","16/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240516-1700","a6zA20000000NSrIAM","2024-05-16T17:00:00+0800","2024-05-16T20:00:00+0800","2024-05-16T00:00:00+0800","a74RC0000000AcFYAU","16/05/2024 17:00 - 20:00","16/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240517-1100","a6zA20000000NSrIAM","2024-05-17T11:00:00+0800","2024-05-17T14:00:00+0800","2024-05-17T00:00:00+0800","a74RC0000000AcFYAU","17/05/2024 11:00 - 14:00","17/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240517-1400","a6zA20000000NSrIAM","2024-05-17T14:00:00+0800","2024-05-17T17:00:00+0800","2024-05-17T00:00:00+0800","a74RC0000000AcFYAU","17/05/2024 14:00 - 17:00","17/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240517-1700","a6zA20000000NSrIAM","2024-05-17T17:00:00+0800","2024-05-17T20:00:00+0800","2024-05-17T00:00:00+0800","a74RC0000000AcFYAU","17/05/2024 17:00 - 20:00","17/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240518-1100","a6zA20000000NSrIAM","2024-05-18T11:00:00+0800","2024-05-18T14:00:00+0800","2024-05-18T00:00:00+0800","a74RC0000000AcFYAU","18/05/2024 11:00 - 14:00","18/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240518-1400","a6zA20000000NSrIAM","2024-05-18T14:00:00+0800","2024-05-18T17:00:00+0800","2024-05-18T00:00:00+0800","a74RC0000000AcFYAU","18/05/2024 14:00 - 17:00","18/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240518-1700","a6zA20000000NSrIAM","2024-05-18T17:00:00+0800","2024-05-18T20:00:00+0800","2024-05-18T00:00:00+0800","a74RC0000000AcFYAU","18/05/2024 17:00 - 20:00","18/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240519-1100","a6zA20000000NSrIAM","2024-05-19T11:00:00+0800","2024-05-19T14:00:00+0800","2024-05-19T00:00:00+0800","a74RC0000000AcFYAU","19/05/2024 11:00 - 14:00","19/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240519-1400","a6zA20000000NSrIAM","2024-05-19T14:00:00+0800","2024-05-19T17:00:00+0800","2024-05-19T00:00:00+0800","a74RC0000000AcFYAU","19/05/2024 14:00 - 17:00","19/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240519-1700","a6zA20000000NSrIAM","2024-05-19T17:00:00+0800","2024-05-19T20:00:00+0800","2024-05-19T00:00:00+0800","a74RC0000000AcFYAU","19/05/2024 17:00 - 20:00","19/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240520-1100","a6zA20000000NSrIAM","2024-05-20T11:00:00+0800","2024-05-20T14:00:00+0800","2024-05-20T00:00:00+0800","a74RC0000000AcFYAU","20/05/2024 11:00 - 14:00","20/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240520-1400","a6zA20000000NSrIAM","2024-05-20T14:00:00+0800","2024-05-20T17:00:00+0800","2024-05-20T00:00:00+0800","a74RC0000000AcFYAU","20/05/2024 14:00 - 17:00","20/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240520-1700","a6zA20000000NSrIAM","2024-05-20T17:00:00+0800","2024-05-20T20:00:00+0800","2024-05-20T00:00:00+0800","a74RC0000000AcFYAU","20/05/2024 17:00 - 20:00","20/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240521-1100","a6zA20000000NSrIAM","2024-05-21T11:00:00+0800","2024-05-21T14:00:00+0800","2024-05-21T00:00:00+0800","a74RC0000000AcFYAU","21/05/2024 11:00 - 14:00","21/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240521-1400","a6zA20000000NSrIAM","2024-05-21T14:00:00+0800","2024-05-21T17:00:00+0800","2024-05-21T00:00:00+0800","a74RC0000000AcFYAU","21/05/2024 14:00 - 17:00","21/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240521-1700","a6zA20000000NSrIAM","2024-05-21T17:00:00+0800","2024-05-21T20:00:00+0800","2024-05-21T00:00:00+0800","a74RC0000000AcFYAU","21/05/2024 17:00 - 20:00","21/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240522-1100","a6zA20000000NSrIAM","2024-05-22T11:00:00+0800","2024-05-22T14:00:00+0800","2024-05-22T00:00:00+0800","a74RC0000000AcFYAU","22/05/2024 11:00 - 14:00","22/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240522-1400","a6zA20000000NSrIAM","2024-05-22T14:00:00+0800","2024-05-22T17:00:00+0800","2024-05-22T00:00:00+0800","a74RC0000000AcFYAU","22/05/2024 14:00 - 17:00","22/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240522-1700","a6zA20000000NSrIAM","2024-05-22T17:00:00+0800","2024-05-22T20:00:00+0800","2024-05-22T00:00:00+0800","a74RC0000000AcFYAU","22/05/2024 17:00 - 20:00","22/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240523-1100","a6zA20000000NSrIAM","2024-05-23T11:00:00+0800","2024-05-23T14:00:00+0800","2024-05-23T00:00:00+0800","a74RC0000000AcFYAU","23/05/2024 11:00 - 14:00","23/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240523-1400","a6zA20000000NSrIAM","2024-05-23T14:00:00+0800","2024-05-23T17:00:00+0800","2024-05-23T00:00:00+0800","a74RC0000000AcFYAU","23/05/2024 14:00 - 17:00","23/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240523-1700","a6zA20000000NSrIAM","2024-05-23T17:00:00+0800","2024-05-23T20:00:00+0800","2024-05-23T00:00:00+0800","a74RC0000000AcFYAU","23/05/2024 17:00 - 20:00","23/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240524-1100","a6zA20000000NSrIAM","2024-05-24T11:00:00+0800","2024-05-24T14:00:00+0800","2024-05-24T00:00:00+0800","a74RC0000000AcFYAU","24/05/2024 11:00 - 14:00","24/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240524-1400","a6zA20000000NSrIAM","2024-05-24T14:00:00+0800","2024-05-24T17:00:00+0800","2024-05-24T00:00:00+0800","a74RC0000000AcFYAU","24/05/2024 14:00 - 17:00","24/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240524-1700","a6zA20000000NSrIAM","2024-05-24T17:00:00+0800","2024-05-24T20:00:00+0800","2024-05-24T00:00:00+0800","a74RC0000000AcFYAU","24/05/2024 17:00 - 20:00","24/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240525-1100","a6zA20000000NSrIAM","2024-05-25T11:00:00+0800","2024-05-25T14:00:00+0800","2024-05-25T00:00:00+0800","a74RC0000000AcFYAU","25/05/2024 11:00 - 14:00","25/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240525-1400","a6zA20000000NSrIAM","2024-05-25T14:00:00+0800","2024-05-25T17:00:00+0800","2024-05-25T00:00:00+0800","a74RC0000000AcFYAU","25/05/2024 14:00 - 17:00","25/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240525-1700","a6zA20000000NSrIAM","2024-05-25T17:00:00+0800","2024-05-25T20:00:00+0800","2024-05-25T00:00:00+0800","a74RC0000000AcFYAU","25/05/2024 17:00 - 20:00","25/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240526-1100","a6zA20000000NSrIAM","2024-05-26T11:00:00+0800","2024-05-26T14:00:00+0800","2024-05-26T00:00:00+0800","a74RC0000000AcFYAU","26/05/2024 11:00 - 14:00","26/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240526-1400","a6zA20000000NSrIAM","2024-05-26T14:00:00+0800","2024-05-26T17:00:00+0800","2024-05-26T00:00:00+0800","a74RC0000000AcFYAU","26/05/2024 14:00 - 17:00","26/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240526-1700","a6zA20000000NSrIAM","2024-05-26T17:00:00+0800","2024-05-26T20:00:00+0800","2024-05-26T00:00:00+0800","a74RC0000000AcFYAU","26/05/2024 17:00 - 20:00","26/05/2024 17:00 - 20:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240527-1100","a6zA20000000NSrIAM","2024-05-27T11:00:00+0800","2024-05-27T14:00:00+0800","2024-05-27T00:00:00+0800","a74RC0000000AcFYAU","27/05/2024 11:00 - 14:00","27/05/2024 11:00 - 14:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
"1C2N-YWS-20240527-1400","a6zA20000000NSrIAM","2024-05-27T14:00:00+0800","2024-05-27T17:00:00+0800","2024-05-27T00:00:00+0800","a74RC0000000AcFYAU","27/05/2024 14:00 - 17:00","27/05/2024 14:00 - 17:00","5","005BV000000I5VyYAK","TRUE","005BV000000I5VyYAK"
